animal_id,sex,sire_id,dam_id,birth_year,breed,breeding_value,status,holding
276000803611199,male,276000803611139,276000802420710,1963,Hinterwaelder,-2.549564,HISTORIC,
276000803611264,male,276000803611199,276000802420756,1967,Hinterwaelder,-2.098915,HISTORIC,
276000802426172,female,276000803611264,276000802422798,1970,Hinterwaelder,-1.694348,HISTORIC,
276000802820021,female,,,1960,Hinterwaelder,-2.633941,HISTORIC,
276000802820036,female,,,1949,Hinterwaelder,-3.484208,HISTORIC,
276000803611203,male,276000803611143,276000802820036,1963,Hinterwaelder,-2.209048,HISTORIC,
276000802831834,male,276000803611203,276000802820021,1967,Hinterwaelder,-1.817771,HISTORIC,
276000802426194,female,276000802831834,276000802420420,1970,Hinterwaelder,-1.591957,HISTORIC,
276000802426202,female,,,1966,Hinterwaelder,-2.485330,HISTORIC,
276000802426228,female,276000803611256,276000802420132,1969,Hinterwaelder,-2.061886,HISTORIC,
276000802426238,female,276000803611260,276000802420714,1970,Hinterwaelder,-1.330102,HISTORIC,
276000802426244,female,276000802424761,276000802422392,1970,Hinterwaelder,-1.555423,HISTORIC,
276000802820042,female,,276000800002675,1960,Hinterwaelder,-1.827426,HISTORIC,
276000803611258,male,276000800000884,276000802820042,1967,Hinterwaelder,-1.073305,HISTORIC,
276000802426253,female,276000803611258,276000802424040,1970,Hinterwaelder,-1.175512,HISTORIC,
276000802426284,female,276000803611260,276000802422286,1970,Hinterwaelder,-1.718435,HISTORIC,
276000802426292,female,276000802424761,276000802420298,1970,Hinterwaelder,-2.001485,HISTORIC,
276000802426299,female,276000803611256,,1970,Hinterwaelder,-2.057591,HISTORIC,
276000802426335,female,276000803611258,,1970,Hinterwaelder,-1.946693,HISTORIC,
276000803611232,male,276000803611149,276000802420539,1965,Hinterwaelder,-2.149087,HISTORIC,
276000803611267,male,276000803611232,276000802820114,1967,Hinterwaelder,-1.736967,HISTORIC,
276000802426336,female,276000803611267,276000802420171,1970,Hinterwaelder,-1.900458,HISTORIC,
276000802820064,female,,,1958,Hinterwaelder,-2.850239,HISTORIC,
276000802820043,female,,,1953,Hinterwaelder,-2.687399,HISTORIC,
276000803611204,male,276000803611143,276000802820043,1963,Hinterwaelder,-2.781369,HISTORIC,
276000803611263,male,276000803611204,276000802820064,1967,Hinterwaelder,-2.269647,HISTORIC,
276000802426359,female,276000803611263,276000802422475,1971,Hinterwaelder,-1.871515,HISTORIC,
276000802426376,female,,,1968,Hinterwaelder,-2.078688,HISTORIC,
276000802426962,female,276000802424602,276000802423239,1971,Hinterwaelder,-1.895431,HISTORIC,
276000803611235,male,276000800000786,276000802420442,1965,Hinterwaelder,-1.063308,HISTORIC,
276000803611284,male,276000803611235,276000802420025,1968,Hinterwaelder,-1.898891,HISTORIC,
276000802427205,female,276000803611284,276000802422459,1971,Hinterwaelder,-1.343823,HISTORIC,
276000802820049,female,,276000800002521,1960,Hinterwaelder,-2.053644,HISTORIC,
276000803611270,male,276000802423325,276000802820049,1968,Hinterwaelder,-1.802524,HISTORIC,
276000802427211,female,276000803611270,276000802422340,1971,Hinterwaelder,-1.656048,HISTORIC,
276000802427239,female,,,1971,Hinterwaelder,-0.606593,HISTORIC,
276000802427254,female,,,1967,Hinterwaelder,-2.524188,HISTORIC,
276000802427260,female,276000803611256,276000802424006,1970,Hinterwaelder,-1.632404,HISTORIC,
276000803611274,male,276000803611245,276000802420724,1968,Hinterwaelder,-2.134047,HISTORIC,
276000802427262,female,276000803611274,276000802422457,1971,Hinterwaelder,-1.206837,HISTORIC,
276000802427263,female,276000803611281,276000802425201,1971,Hinterwaelder,-2.026988,HISTORIC,
276000803611271,male,276000803611244,276000802423238,1968,Hinterwaelder,-2.831120,HISTORIC,
276000802427271,female,276000803611271,276000802420486,1972,Hinterwaelder,-1.740381,HISTORIC,
276000803611257,male,276000803611183,276000802422324,1967,Hinterwaelder,-1.991938,HISTORIC,
276000803611312,male,276000803611257,276000802820042,1969,Hinterwaelder,-1.993901,HISTORIC,
276000802427276,female,276000803611312,276000802425354,1972,Hinterwaelder,-1.854147,HISTORIC,
276000802427292,female,276000803611309,276000802422441,1972,Hinterwaelder,-2.328085,HISTORIC,
276000802820047,female,,,1957,Hinterwaelder,-3.457923,HISTORIC,
276000803611283,male,276000803611232,276000802820047,1969,Hinterwaelder,-2.135843,HISTORIC,
276000802427300,female,276000803611283,276000802424057,1972,Hinterwaelder,-1.651549,HISTORIC,
276000802427310,female,276000803611271,276000802422266,1972,Hinterwaelder,-2.046778,HISTORIC,
276000803611311,male,276000802424013,276000802422266,1969,Hinterwaelder,-2.217117,HISTORIC,
276000802427325,female,276000803611311,276000802422208,1972,Hinterwaelder,-2.038090,HISTORIC,
276000802825204,female,276000803611162,,1964,Hinterwaelder,-1.924318,HISTORIC,
276000803611310,male,276000802423325,276000802825204,1969,Hinterwaelder,-1.667559,HISTORIC,
276000802427347,female,276000803611310,276000802425389,1972,Hinterwaelder,-0.870135,HISTORIC,
276000802820048,female,276000800000622,,1959,Hinterwaelder,-2.113941,HISTORIC,
276000803611296,male,276000802423325,276000802820048,1969,Hinterwaelder,-1.420735,HISTORIC,
276000802427352,female,276000803611296,276000802426202,1972,Hinterwaelder,-1.463204,HISTORIC,
276000803611328,male,276000802424761,276000802423309,1970,Hinterwaelder,-1.390808,HISTORIC,
276000802427366,female,276000803611328,276000802425224,1972,Hinterwaelder,-1.727650,HISTORIC,
276000802427391,female,,276000802420117,1962,Hinterwaelder,-2.801632,HISTORIC,
276000802427665,female,276000803611291,276000802425136,1972,Hinterwaelder,-1.933938,HISTORIC,
276000802427691,female,276000803611282,276000802423273,1972,Hinterwaelder,-2.050820,HISTORIC,
276000802428209,female,,,1970,Hinterwaelder,-1.894226,HISTORIC,
276000803611218,male,276000803611138,276000802420360,1964,Hinterwaelder,-1.696930,HISTORIC,
276000803611340,male,276000803611218,276000802423949,1971,Hinterwaelder,-1.785944,HISTORIC,
276000802428243,female,276000803611340,276000802426292,1973,Hinterwaelder,-1.429564,HISTORIC,
276000802428278,female,276000803611340,276000802425269,1973,Hinterwaelder,-1.801913,HISTORIC,
276000802428280,female,276000803611296,276000802423352,1973,Hinterwaelder,-1.698370,HISTORIC,
276000802428362,female,276000802829838,276000802420301,1973,Hinterwaelder,-0.760093,HISTORIC,
276000802428379,female,,276000802427292,1973,Hinterwaelder,-1.264370,HISTORIC,
276000802428392,female,276000803611045,276000802425201,1974,Hinterwaelder,-0.947035,HISTORIC,
276000803611355,male,276000803611282,276000802422757,1971,Hinterwaelder,-2.141183,HISTORIC,
276000802428801,female,276000803611355,276000802422209,1974,Hinterwaelder,-1.469070,HISTORIC,
276000802428802,female,276000803611355,,1973,Hinterwaelder,-1.112416,HISTORIC,
276000802428860,male,276000803611309,276000802422327,1974,Hinterwaelder,-1.247019,HISTORIC,
276000803622402,male,276000803611220,276000802420419,1968,Hinterwaelder,-2.132621,HISTORIC,
276000802428861,male,276000803622402,276000802425317,1974,Hinterwaelder,-1.407703,HISTORIC,
276000803611330,male,276000802831834,276000802422567,1970,Hinterwaelder,-2.048667,HISTORIC,
276000802428862,female,276000803611330,276000802424192,1974,Hinterwaelder,-1.643916,HISTORIC,
276000802428897,female,276000803611355,276000802424167,1974,Hinterwaelder,-1.472491,HISTORIC,
276000803611280,male,276000803611220,276000802420428,1968,Hinterwaelder,-1.886915,HISTORIC,
276000803611369,male,276000803611280,276000802420707,1972,Hinterwaelder,-1.937938,HISTORIC,
276000802428928,male,276000803611369,276000802425275,1974,Hinterwaelder,-1.141293,HISTORIC,
276000802428935,female,276000803611355,276000802423329,1974,Hinterwaelder,-1.821340,HISTORIC,
276000802428937,female,276000803611355,276000802426253,1974,Hinterwaelder,-1.083578,HISTORIC,
276000802428974,female,,,1972,Hinterwaelder,-0.795312,HISTORIC,
276000802428975,female,,,1972,Hinterwaelder,-0.821263,HISTORIC,
276000802627363,female,276000803622402,276000802422489,1972,Hinterwaelder,-1.514651,HISTORIC,
276000803611373,male,276000803611296,276000802422245,1972,Hinterwaelder,-1.814427,HISTORIC,
276000802428991,female,276000803611373,276000802627363,1974,Hinterwaelder,-1.912735,HISTORIC,
276000802429207,female,276000803611344,276000802420420,1974,Hinterwaelder,-1.152421,HISTORIC,
276000803611336,male,276000802424013,276000802420486,1971,Hinterwaelder,-1.568999,HISTORIC,
276000802429227,female,276000803611336,276000802425183,1974,Hinterwaelder,-1.816115,HISTORIC,
276000803611368,male,276000803611309,276000802422962,1972,Hinterwaelder,-1.948487,HISTORIC,
276000802429273,female,276000803611368,276000802423253,1974,Hinterwaelder,-2.077218,HISTORIC,
276000802429315,female,276000803611344,276000802425029,1974,Hinterwaelder,-1.649499,HISTORIC,
276000802429351,female,276000803611368,276000802422541,1975,Hinterwaelder,-1.071767,HISTORIC,
276000802429357,female,,276000802420428,1975,Hinterwaelder,-0.913748,HISTORIC,
276000803622403,male,,,1970,Hinterwaelder,-1.736982,HISTORIC,
276000803622413,male,276000803622403,276000802420196,1973,Hinterwaelder,-1.277278,HISTORIC,
276000802429358,female,276000803622413,276000802423274,1975,Hinterwaelder,-1.395118,HISTORIC,
276000802688267,female,,,1980,Sonstige_Kreuzungen,-0.422220,HISTORIC,
276000802688571,female,,,1984,Sonstige_Kreuzungen,0.476347,HISTORIC,
276000802820025,female,276000800000532,276000800003305,1957,Hinterwaelder,-1.105071,HISTORIC,
276000802820069,female,,,1958,Hinterwaelder,-2.688933,HISTORIC,
276000802820110,female,,,1957,Hinterwaelder,-2.983244,HISTORIC,
276000802822984,female,,,1957,Vorderwaelder,-1.070215,HISTORIC,
276000802823689,female,,,1963,Vorderwaelder,-1.398155,HISTORIC,
276000803611156,male,276000800000678,276000800003687,1961,Hinterwaelder,-1.291804,HISTORIC,
276000802825222,female,276000803611156,276000802820025,1964,Hinterwaelder,-1.440556,HISTORIC,
276000802828690,female,276000803611204,276000802820110,1966,Hinterwaelder,-2.125969,HISTORIC,
276000802829828,female,276000803611204,276000802820069,1967,Hinterwaelder,-2.107693,HISTORIC,
276000802832345,male,,,1968,Vorderwaelder,-1.016424,HISTORIC,
276000802833639,male,,,1967,Vorderwaelder,-0.517176,HISTORIC,
276000802833885,female,276000803611232,276000802820047,1968,Hinterwaelder,-2.653461,HISTORIC,
276000802848016,male,,,1971,Vorderwaelder,-0.466061,HISTORIC,
276000803611292,male,276000802424013,276000802422963,1969,Hinterwaelder,-1.993443,HISTORIC,
276000802851132,female,276000803611292,276000802829828,1972,Hinterwaelder,-2.475845,HISTORIC,
276000803611223,male,276000803611186,276000802420050,1965,Hinterwaelder,-2.475157,HISTORIC,
276000803622472,male,276000803611223,276000802420347,1968,Hinterwaelder,-2.315536,HISTORIC,
276000802851175,female,276000803622472,276000802825222,1972,Hinterwaelder,-1.073279,HISTORIC,
276000803611333,male,276000802831834,276000802420311,1970,Hinterwaelder,-2.130309,HISTORIC,
276000802859323,female,276000803611333,276000802828690,1974,Hinterwaelder,-2.040902,HISTORIC,
276000803611269,male,276000803611223,276000802420357,1968,Hinterwaelder,-1.952559,HISTORIC,
276000803611380,male,276000803611269,276000802422541,1972,Hinterwaelder,-1.022679,HISTORIC,
276000802865517,male,276000803611380,276000802420486,1975,Hinterwaelder,-0.908252,HISTORIC,
276000803611065,male,,,1965,Vorderwaelder,-1.461377,HISTORIC,
276000802865539,female,276000803611065,276000802422209,1975,Hinterwaelder,-0.833135,HISTORIC,
276000802865547,male,276000803611369,276000802420751,1975,Hinterwaelder,-2.039593,HISTORIC,
276000802865549,female,,,1972,Vorderwaelder,-1.063806,HISTORIC,
276000803611396,male,276000803611281,276000802425275,1971,Hinterwaelder,-2.400831,HISTORIC,
276000802865555,female,276000803611396,276000802426376,1975,Hinterwaelder,-1.689551,HISTORIC,
276000803611360,male,276000803611269,276000802422603,1971,Hinterwaelder,-1.725379,HISTORIC,
276000802865581,female,276000803611360,276000802426299,1975,Hinterwaelder,-1.209789,HISTORIC,
276000802865587,male,276000803611380,276000802427310,1975,Hinterwaelder,-1.178013,HISTORIC,
276000803622446,male,276000803611309,276000802422433,1973,Hinterwaelder,-1.357275,HISTORIC,
276000802865630,female,276000803622446,276000802427254,1975,Hinterwaelder,-1.612969,HISTORIC,
276000802865638,female,276000803611065,276000802424093,1975,Hinterwaelder,-0.878831,HISTORIC,
276000803611308,male,276000803611218,276000802427391,1970,Hinterwaelder,-1.529965,HISTORIC,
276000802865646,male,276000803611308,276000802422312,1975,Hinterwaelder,-1.549292,HISTORIC,
276000803611370,male,276000803611282,276000802426194,1972,Hinterwaelder,-1.657376,HISTORIC,
276000802865647,female,276000803611370,276000802422293,1975,Hinterwaelder,-1.347897,HISTORIC,
276000803611350,male,276000802831834,276000802423844,1970,Hinterwaelder,-1.825812,HISTORIC,
276000802865675,female,276000803611350,276000802422906,1975,Hinterwaelder,-1.240115,HISTORIC,
276000802865688,female,,,1969,Hinterwaelder,-2.270923,HISTORIC,
276000803611371,male,276000803611308,276000802422475,1972,Hinterwaelder,-1.678579,HISTORIC,
276000802865759,female,276000803611371,276000802427211,1975,Hinterwaelder,-1.737735,HISTORIC,
276000802865763,female,276000803611370,276000802427300,1976,Hinterwaelder,-1.285413,HISTORIC,
276000802865772,female,276000803622423,276000802423329,1975,Hinterwaelder,-1.407979,HISTORIC,
276000803622420,male,276000803611309,276000802423390,1973,Hinterwaelder,-1.266879,HISTORIC,
276000802866021,female,276000803622420,276000802829828,1975,Hinterwaelder,-1.589221,HISTORIC,
276000802866142,female,276000803622420,276000802825222,1975,Hinterwaelder,-0.453052,HISTORIC,
276000802875005,male,276000803622445,276000802425351,1976,Hinterwaelder,-1.238967,HISTORIC,
276000802875008,male,276000803622445,276000802422433,1976,Hinterwaelder,-0.848459,HISTORIC,
276000803611341,male,276000802831834,,1970,Hinterwaelder,-1.630530,HISTORIC,
276000803622440,male,276000803611341,276000802422248,1973,Hinterwaelder,-1.411596,HISTORIC,
276000802875009,female,276000803622440,276000802420451,1976,Hinterwaelder,-1.309187,HISTORIC,
276000802875023,male,276000803622446,276000802426244,1976,Hinterwaelder,-1.630105,HISTORIC,
276000802875040,male,276000803611368,276000802423923,1976,Hinterwaelder,-1.529409,HISTORIC,
276000802875050,male,276000803622445,276000802427271,1976,Hinterwaelder,-0.858217,HISTORIC,
276000802875052,female,276000803622445,276000802428379,1976,Hinterwaelder,-0.848727,HISTORIC,
276000803622453,male,276000803611344,276000802425029,1973,Hinterwaelder,-1.527751,HISTORIC,
276000802875056,male,276000803622453,276000802420172,1976,Hinterwaelder,-1.488497,HISTORIC,
276000803611346,male,276000802831834,276000802420439,1971,Hinterwaelder,-1.944268,HISTORIC,
276000802875106,male,276000803611346,276000802427665,1976,Hinterwaelder,-1.689606,HISTORIC,
276000802875117,female,276000803611368,276000802422541,1976,Hinterwaelder,-1.064037,HISTORIC,
276000802875160,male,276000803622446,276000802428243,1976,Hinterwaelder,-1.035353,HISTORIC,
276000802875181,female,276000803622423,276000802428801,1976,Hinterwaelder,-1.351275,HISTORIC,
276000802875182,female,276000803622423,276000802423329,1976,Hinterwaelder,-1.346428,HISTORIC,
276000802875197,male,276000803622413,276000802425029,1976,Hinterwaelder,-2.177063,HISTORIC,
276000802875199,female,276000802429314,276000802429275,1976,Hinterwaelder,-1.972848,HISTORIC,
276000802875235,female,,,1972,Hinterwaelder,-0.370829,HISTORIC,
276000802875250,male,276000803622446,276000802426292,1976,Hinterwaelder,-1.854218,HISTORIC,
276000802875253,female,276000803622421,276000802422215,1976,Hinterwaelder,-0.868911,HISTORIC,
276000803622450,male,276000802829838,276000802420751,1973,Hinterwaelder,-0.919767,HISTORIC,
276000802875281,male,276000803622450,276000802424616,1976,Hinterwaelder,-1.101929,HISTORIC,
276000803622409,male,276000803611296,276000802425272,1972,Hinterwaelder,-1.498074,HISTORIC,
276000802875295,male,276000803622409,276000802426284,1976,Hinterwaelder,-1.864258,HISTORIC,
276000802875301,male,276000803611346,276000802429227,1976,Hinterwaelder,-1.783729,HISTORIC,
276000802875349,female,276000803622423,276000802424040,1976,Hinterwaelder,-1.715109,HISTORIC,
276000803622470,male,276000802829838,276000802422757,1974,Hinterwaelder,-1.127198,HISTORIC,
276000802875357,female,276000803622470,276000802427300,1977,Hinterwaelder,-0.861151,HISTORIC,
276000802875371,female,276000803622440,276000802427262,1977,Hinterwaelder,-1.459936,HISTORIC,
276000802875384,female,276000803611308,276000802425183,1977,Hinterwaelder,-1.571645,HISTORIC,
276000802875400,female,276000802865517,276000802427260,1977,Hinterwaelder,-0.908521,HISTORIC,
276000802875407,male,276000803622450,276000802426172,1977,Hinterwaelder,-1.047352,HISTORIC,
276000802875408,male,276000803622450,276000802426228,1977,Hinterwaelder,-1.439279,HISTORIC,
276000802875426,female,276000803622446,276000802426292,1977,Hinterwaelder,-1.457996,HISTORIC,
276000802875427,male,276000803622446,276000802426244,1977,Hinterwaelder,-1.375191,HISTORIC,
276000802875428,female,276000803622446,276000802425269,1977,Hinterwaelder,-1.480563,HISTORIC,
276000802875458,female,276000803622421,276000802427205,1977,Hinterwaelder,-1.063364,HISTORIC,
276000803611367,male,,,1972,Hinterwaelder,-0.721405,HISTORIC,
276000802875471,female,276000803611367,276000802422257,1975,Hinterwaelder,-1.253595,HISTORIC,
276000802875475,female,,276000802865549,1977,Hinterwaelder,-0.479885,HISTORIC,
276000802875482,female,276000802865517,276000802425272,1977,Hinterwaelder,-1.927521,HISTORIC,
276000802875494,female,276000803622421,276000802422318,1977,Hinterwaelder,-1.252436,HISTORIC,
276000802875498,male,276000802428928,276000802426238,1977,Hinterwaelder,-1.182770,HISTORIC,
276000802875500,female,276000802429359,276000802427691,1977,Hinterwaelder,-1.242707,HISTORIC,
276000802875517,male,276000802428860,276000802427263,1977,Hinterwaelder,-1.155434,HISTORIC,
276000802875549,female,276000803611368,276000802428991,1977,Hinterwaelder,-1.569809,HISTORIC,
276000802875550,female,276000803622450,276000802422798,1977,Hinterwaelder,-1.059882,HISTORIC,
276000802875566,male,276000802429359,276000802420444,1977,Hinterwaelder,-1.861051,HISTORIC,
276000802875569,female,276000802429359,276000802429357,1977,Hinterwaelder,-0.937986,HISTORIC,
276000802883665,female,276000802429359,276000802423273,1977,Hinterwaelder,-1.428278,HISTORIC,
276000802883666,male,276000802429359,276000802425029,1977,Hinterwaelder,-1.560636,HISTORIC,
276000802883669,female,,,1975,Hinterwaelder,0.213460,HISTORIC,
276000802883692,female,276000802428861,276000802828690,1977,Hinterwaelder,-1.542138,HISTORIC,
276000802883720,male,276000802428861,276000802866142,1977,Hinterwaelder,-1.363581,HISTORIC,
276000802883736,male,276000803622421,276000802865630,1978,Hinterwaelder,-0.883809,HISTORIC,
276000802883742,female,,,1975,Hinterwaelder,-0.478165,HISTORIC,
276000802883756,female,276000802865517,276000802428278,1978,Hinterwaelder,-0.670204,HISTORIC,
276000802883769,male,276000803622421,276000802422489,1978,Hinterwaelder,-1.507447,HISTORIC,
276000802883791,female,,,1975,Hinterwaelder,-0.173609,HISTORIC,
276000802883897,male,276000802428860,276000802427263,1978,Hinterwaelder,-1.355967,HISTORIC,
276000802883914,female,276000802875008,276000802865638,1978,Hinterwaelder,-0.716071,HISTORIC,
276000802883932,female,276000802429359,276000802429242,1978,Hinterwaelder,-0.749293,HISTORIC,
276000802883937,female,276000802865547,276000802851175,1978,Hinterwaelder,-1.039875,HISTORIC,
276000802883943,female,276000802429359,276000802429315,1978,Hinterwaelder,-0.629744,HISTORIC,
276000802883956,male,276000803622453,276000802425292,1978,Hinterwaelder,-1.426427,HISTORIC,
276000802883983,female,276000802429359,276000802429357,1978,Hinterwaelder,-1.183716,HISTORIC,
276000802884007,male,276000802429359,276000802429207,1978,Hinterwaelder,-1.313107,HISTORIC,
276000802884033,female,276000802875250,276000802428392,1978,Hinterwaelder,-1.160779,HISTORIC,
276000802884037,male,276000802429359,276000802427683,1978,Hinterwaelder,-1.282618,HISTORIC,
276000802884053,female,276000802875040,276000802865647,1978,Hinterwaelder,-1.858582,HISTORIC,
276000802884077,female,276000802865587,276000802428280,1978,Hinterwaelder,-1.370408,HISTORIC,
276000802884089,female,276000802875023,276000802866142,1978,Hinterwaelder,-1.513989,HISTORIC,
276000802884099,male,276000802875056,276000802428362,1978,Hinterwaelder,-0.566852,HISTORIC,
276000802884124,female,276000802875295,276000802428862,1979,Hinterwaelder,-1.254636,HISTORIC,
276000802884133,female,276000802865517,276000802428278,1979,Hinterwaelder,-0.785949,HISTORIC,
276000802884157,female,276000802875008,276000802426335,1979,Hinterwaelder,-0.910208,HISTORIC,
276000802884182,female,276000802875301,276000802427271,1979,Hinterwaelder,-1.470553,HISTORIC,
276000802884185,male,276000802875056,276000802425269,1979,Hinterwaelder,-1.610967,HISTORIC,
276000802884187,female,276000802875408,276000802833885,1979,Hinterwaelder,-1.530248,HISTORIC,
276000802884194,female,276000802875005,276000802427205,1979,Hinterwaelder,-0.791309,HISTORIC,
276000802884203,female,276000802865587,276000802427239,1979,Hinterwaelder,-0.172643,HISTORIC,
276000802884204,female,276000802875008,276000802427276,1979,Hinterwaelder,-1.339988,HISTORIC,
276000802884216,male,276000802865646,276000802426359,1979,Hinterwaelder,-1.895612,HISTORIC,
276000802884293,female,,,1975,Hinterwaelder,-0.373265,HISTORIC,
276000802884327,male,276000802883666,276000802875199,1979,Hinterwaelder,-1.379284,HISTORIC,
276000802884393,female,,,1975,Hinterwaelder,-0.296603,HISTORIC,
276000802884411,female,276000802875008,276000802428935,1979,Hinterwaelder,-1.527120,HISTORIC,
276000802884413,female,276000802875008,276000802875182,1979,Hinterwaelder,-1.583770,HISTORIC,
276000802884445,female,,,1973,Hinterwaelder,-0.369278,HISTORIC,
276000802884447,female,,,1979,Hinterwaelder,0.031946,HISTORIC,
276000803622475,male,276000802833639,276000802822984,1971,Hinterwaelder,-0.400812,HISTORIC,
276000802884464,male,276000803622475,276000802429275,1979,Hinterwaelder,-1.077957,HISTORIC,
276000802884469,female,276000802875281,276000802428974,1979,Hinterwaelder,-0.533720,HISTORIC,
276000802884509,male,276000802875008,276000802865539,1980,Hinterwaelder,-0.760568,HISTORIC,
276000802884541,female,276000802883720,276000802875458,1980,Hinterwaelder,-1.194317,HISTORIC,
276000802884549,female,276000802875407,276000802428975,1979,Hinterwaelder,-0.706922,HISTORIC,
276000802884582,female,276000803622475,276000802427271,1980,Hinterwaelder,-0.389529,HISTORIC,
276000802884589,male,276000802875407,276000802875500,1980,Hinterwaelder,-0.678376,HISTORIC,
276000802884591,female,276000802875197,276000802883791,1980,Hinterwaelder,-1.320620,HISTORIC,
276000802885291,female,,,1975,Hinterwaelder,-0.042674,HISTORIC,
276000802885257,female,,276000802885291,1978,Hinterwaelder,-0.585193,HISTORIC,
276000802898005,female,276000802875250,276000802875235,1980,Hinterwaelder,-0.833861,HISTORIC,
276000802898010,male,276000802875050,276000802875550,1980,Hinterwaelder,-0.622709,HISTORIC,
276000802898019,female,276000802865587,276000802428209,1980,Hinterwaelder,-1.496863,HISTORIC,
276000802898024,male,276000802875408,276000802866021,1980,Hinterwaelder,-1.000493,HISTORIC,
276000802898046,male,276000802875498,276000802426359,1980,Hinterwaelder,-1.119006,HISTORIC,
276000802898048,female,,,1976,Hinterwaelder,-0.971367,HISTORIC,
276000802898049,female,276000802875002,276000802884445,1980,Hinterwaelder,-0.602202,HISTORIC,
276000802898054,female,276000802875106,276000802426962,1980,Hinterwaelder,-1.863377,HISTORIC,
276000802898058,female,,276000802427325,1980,Hinterwaelder,-0.795031,HISTORIC,
276000802898111,male,276000802875498,276000802875471,1980,Hinterwaelder,-1.082931,HISTORIC,
276000802898113,male,276000802848016,276000802425099,1980,Hinterwaelder,-1.308694,HISTORIC,
276000802898116,female,276000802875407,276000802883665,1980,Hinterwaelder,-0.560482,HISTORIC,
276000802898132,female,276000802884007,276000802883692,1980,Hinterwaelder,-1.622522,HISTORIC,
276000802898138,female,,,1977,Hinterwaelder,-0.759414,HISTORIC,
276000802898147,male,276000802875517,276000802851175,1980,Hinterwaelder,-0.995606,HISTORIC,
276000802898148,female,,,1976,Hinterwaelder,-0.438227,HISTORIC,
276000802898149,female,,,1978,Hinterwaelder,0.051922,HISTORIC,
276000802898157,female,,,1978,Hinterwaelder,-0.497349,HISTORIC,
276000802898167,male,276000802883956,276000802427263,1980,Hinterwaelder,-1.180876,HISTORIC,
276000802898175,female,,,1977,Hinterwaelder,-0.317887,HISTORIC,
276000802898177,female,276000802875566,276000802875357,1980,Hinterwaelder,-1.589660,HISTORIC,
276000802898183,male,276000802875160,276000802875182,1980,Hinterwaelder,-1.409588,HISTORIC,
276000802898202,male,276000802875517,276000802883937,1980,Hinterwaelder,-1.104052,HISTORIC,
276000802898216,female,276000802883666,276000802875117,1981,Hinterwaelder,-0.732717,HISTORIC,
276000802898231,male,276000802883667,276000802426292,1980,Hinterwaelder,-1.215228,HISTORIC,
276000803622476,male,276000802832345,276000802823689,1971,Hinterwaelder,-0.103306,HISTORIC,
276000802898244,male,276000803622476,276000802429275,1981,Hinterwaelder,-0.992451,HISTORIC,
276000802898257,female,276000803622475,276000802426336,1981,Hinterwaelder,-1.128954,HISTORIC,
276000802898266,female,276000802875160,276000802428802,1980,Hinterwaelder,-1.268266,HISTORIC,
276000802898273,male,276000802883666,276000802428974,1981,Hinterwaelder,-0.682629,HISTORIC,
276000803622473,male,276000802424643,276000802422760,1971,Hinterwaelder,-1.082921,HISTORIC,
276000802898274,male,276000803622473,276000802429273,1981,Hinterwaelder,-0.426088,HISTORIC,
276000802898283,female,276000802884074,276000802429358,1981,Hinterwaelder,-1.402215,HISTORIC,
276000802898348,male,276000803622473,276000802427352,1981,Hinterwaelder,-0.560745,HISTORIC,
276000802898354,female,276000803622476,276000802425269,1981,Hinterwaelder,-0.955922,HISTORIC,
276000802898448,female,276000802884074,276000802427691,1981,Hinterwaelder,-1.236851,HISTORIC,
276000802898449,male,276000802884074,276000802425099,1981,Hinterwaelder,-0.871720,HISTORIC,
276000802898529,female,276000802883666,276000802429351,1981,Hinterwaelder,-1.067501,HISTORIC,
276000802898536,female,276000802884074,276000802883742,1981,Hinterwaelder,-0.600560,HISTORIC,
276000802898546,female,,276000802865555,1981,Hinterwaelder,-0.812984,HISTORIC,
276000802898548,female,,,1978,Hinterwaelder,-0.033710,HISTORIC,
276000802898551,female,276000802883667,276000802875428,1981,Hinterwaelder,-1.436073,HISTORIC,
276000802898562,male,276000802884464,276000802427683,1981,Hinterwaelder,-0.727642,HISTORIC,
276000802898570,male,276000802875197,276000802875549,1981,Hinterwaelder,-1.102591,HISTORIC,
276000802898580,male,276000802883956,276000802427372,1981,Hinterwaelder,-0.992293,HISTORIC,
276000802898592,female,276000802883769,276000802875400,1981,Hinterwaelder,-0.563434,HISTORIC,
276000802898596,male,276000802875517,276000802851175,1982,Hinterwaelder,-1.262231,HISTORIC,
276000802898597,female,276000802875517,276000802883937,1981,Hinterwaelder,-1.417667,HISTORIC,
276000802898603,female,276000802875427,276000802883951,1981,Hinterwaelder,-0.801953,HISTORIC,
276000802898648,female,276000802884099,276000802865763,1982,Hinterwaelder,-0.231832,HISTORIC,
276000802898666,female,276000802883897,276000802865675,1982,Hinterwaelder,-0.604488,HISTORIC,
276000802898672,female,276000802884509,276000802427347,1982,Hinterwaelder,-0.843028,HISTORIC,
276000802898673,male,276000802884509,276000802875494,1982,Hinterwaelder,-1.134747,HISTORIC,
276000802898675,male,276000802884509,276000802865630,1982,Hinterwaelder,-1.090076,HISTORIC,
276000802898683,female,276000802883769,276000802427260,1982,Hinterwaelder,-0.881684,HISTORIC,
276000802898690,female,276000802875160,276000802875181,1982,Hinterwaelder,-1.661404,HISTORIC,
276000802898697,female,276000802884216,276000802427271,1982,Hinterwaelder,-0.744096,HISTORIC,
